Date,Quantity Sold (kg),Unit Price (NGN),Total Sales Value (NGN),Opening Stock (kg),Closing Stock (kg),Restocked Quantity (kg),Supplier Name,Supplier Cost (NGN),Transport Cost (NGN),Store Location,Season
1/9/2016,180,254,45753,265,103,162,Ogun Growers,225,6952,Port Harcourt,Dry Season
1/10/2016,161,261,42012,221,84,137,Ogun Growers,227,3730,Ibadan,Dry Season
1/11/2016,173,187,32296,112,16,96,Kaduna Suppliers,131,3270,"Abuja, Wuse",Dry Season
1/12/2016,188,243,45651,214,106,108,Ogun Growers,174,3539,Port Harcourt,Dry Season
1/13/2016,291,182,52923,292,59,233,Local Farmer,130,3792,Port Harcourt,Dry Season
1/14/2016,201,234,47082,190,76,114,Jigawa Farm,182,3247,"Lagos, Yaba",Dry Season
1/15/2016,268,234,62716,162,-73,235,Local Farmer,195,8860,Ibadan,Dry Season
1/16/2016,141,190,26724,145,90,55,Jigawa Farm,169,8925,Ibadan,Dry Season
1/17/2016,196,238,46658,163,17,146,Ogun Growers,213,9975,"Abuja, Wuse",Dry Season
1/18/2016,258,211,54509,125,-34,159,Local Farmer,157,7915,"Lagos, Yaba",Dry Season
1/19/2016,295,261,76891,257,-13,270,Kaduna Suppliers,229,8264,Port Harcourt,Dry Season
1/20/2016,114,258,29377,206,151,55,Jigawa Farm,208,9182,"Abuja, Wuse",Dry Season
1/21/2016,281,224,62975,118,-116,234,Jigawa Farm,192,7314,"Abuja, Wuse",Dry Season
1/22/2016,141,199,27999,241,155,86,Ogun Growers,149,5232,Ibadan,Dry Season
1/23/2016,173,201,34736,262,177,85,Local Farmer,179,6405,Port Harcourt,Dry Season
1/24/2016,212,223,47341,101,-60,161,Ogun Growers,163,8881,"Lagos, Yaba",Dry Season
1/25/2016,205,207,42517,279,166,113,Local Farmer,167,8284,Ibadan,Dry Season
1/26/2016,228,195,44539,245,28,217,Kaduna Suppliers,171,6864,Port Harcourt,Dry Season
1/27/2016,127,241,30665,131,80,51,Ogun Growers,181,6610,"Lagos, Yaba",Dry Season
1/28/2016,124,251,31085,102,40,62,Kaduna Suppliers,218,8026,"Abuja, Wuse",Dry Season
1/29/2016,186,237,44174,292,170,122,Local Farmer,178,6310,"Abuja, Wuse",Dry Season
1/30/2016,102,205,20916,110,19,91,Jigawa Farm,177,9308,"Kano, Sabon Gari",Dry Season
1/31/2016,256,251,64172,210,15,195,Jigawa Farm,223,7191,"Lagos, Yaba",Dry Season
2/1/2016,194,205,39678,135,-2,137,Local Farmer,157,6411,Ibadan,Dry Season
2/2/2016,229,188,43073,261,49,212,Kaduna Suppliers,140,3072,Port Harcourt,Dry Season
2/3/2016,255,248,63127,287,64,223,Kaduna Suppliers,178,8609,"Lagos, Yaba",Dry Season
2/4/2016,175,216,37763,180,52,128,Jigawa Farm,190,3878,"Abuja, Wuse",Dry Season
2/5/2016,273,209,57013,194,-75,269,Kaduna Suppliers,152,6030,"Kano, Sabon Gari",Dry Season
2/6/2016,274,240,65635,175,-52,227,Jigawa Farm,193,3492,Port Harcourt,Dry Season
2/7/2016,220,205,45105,155,6,149,Ogun Growers,173,7784,"Lagos, Yaba",Dry Season
2/8/2016,296,223,65947,186,-110,296,Local Farmer,189,7250,"Kano, Sabon Gari",Dry Season
2/9/2016,237,246,58355,229,15,214,Kaduna Suppliers,192,6320,Ibadan,Dry Season
2/10/2016,284,222,63089,243,32,211,Ogun Growers,175,8237,"Abuja, Wuse",Dry Season
2/11/2016,183,176,32275,164,51,113,Ogun Growers,144,9479,"Kano, Sabon Gari",Dry Season
2/12/2016,111,200,22154,236,218,18,Jigawa Farm,151,5705,"Kano, Sabon Gari",Dry Season
2/13/2016,121,209,25267,178,82,96,Jigawa Farm,186,9675,Ibadan,Dry Season
2/14/2016,102,226,23050,243,236,7,Local Farmer,192,8645,"Kano, Sabon Gari",Dry Season
2/15/2016,133,229,30516,240,159,81,Local Farmer,192,3695,"Abuja, Wuse",Dry Season
2/16/2016,152,224,34001,239,171,68,Kaduna Suppliers,189,4487,"Kano, Sabon Gari",Dry Season
2/17/2016,196,191,37492,224,34,190,Ogun Growers,159,8854,Port Harcourt,Dry Season
2/18/2016,124,195,24235,216,180,36,Kaduna Suppliers,156,4154,Ibadan,Dry Season
2/19/2016,215,197,42282,172,-17,189,Local Farmer,173,5680,"Kano, Sabon Gari",Dry Season
2/20/2016,251,206,51651,149,-75,224,Jigawa Farm,172,8057,"Kano, Sabon Gari",Dry Season
2/21/2016,238,228,54192,177,38,139,Ogun Growers,174,9240,Port Harcourt,Dry Season
2/22/2016,122,242,29542,258,152,106,Kaduna Suppliers,176,7810,Ibadan,Dry Season
2/23/2016,199,229,45528,287,110,177,Kaduna Suppliers,161,4704,Ibadan,Dry Season
2/24/2016,192,254,48815,191,8,183,Local Farmer,200,3316,"Kano, Sabon Gari",Dry Season
2/25/2016,250,246,61465,220,14,206,Kaduna Suppliers,178,3051,"Lagos, Yaba",Dry Season
2/26/2016,188,238,44734,225,55,170,Local Farmer,175,8945,Port Harcourt,Dry Season
2/27/2016,100,226,22640,163,95,68,Local Farmer,170,5922,"Lagos, Yaba",Dry Season
2/28/2016,170,205,34850,265,163,102,Kaduna Suppliers,177,3492,Ibadan,Dry Season
2/29/2016,147,241,35438,136,76,60,Jigawa Farm,193,9204,"Lagos, Yaba",Dry Season
3/1/2016,110,177,19419,115,71,44,Kaduna Suppliers,145,4140,Ibadan,Dry Season
3/2/2016,298,206,61313,114,-119,233,Jigawa Farm,171,5157,"Lagos, Yaba",Dry Season
3/3/2016,205,195,39954,127,-78,205,Jigawa Farm,162,8791,"Kano, Sabon Gari",Dry Season
3/4/2016,235,220,51727,103,-119,222,Ogun Growers,194,5134,Ibadan,Dry Season
3/5/2016,278,180,50127,259,67,192,Kaduna Suppliers,146,4167,Port Harcourt,Dry Season
3/6/2016,270,208,56219,233,-1,234,Jigawa Farm,185,6843,"Kano, Sabon Gari",Dry Season
3/7/2016,231,206,47612,122,-17,139,Ogun Growers,170,3190,Ibadan,Dry Season
3/8/2016,132,233,30699,171,47,124,Jigawa Farm,196,3368,"Lagos, Yaba",Dry Season
3/9/2016,187,260,48669,223,115,108,Kaduna Suppliers,232,3107,Ibadan,Dry Season
3/10/2016,123,231,28387,114,36,78,Kaduna Suppliers,174,4456,Ibadan,Dry Season
3/11/2016,267,263,70111,192,-66,258,Ogun Growers,216,5355,Ibadan,Dry Season
3/12/2016,197,223,43951,254,73,181,Local Farmer,185,7349,Ibadan,Dry Season
3/13/2016,137,191,26161,112,47,65,Kaduna Suppliers,170,8353,"Lagos, Yaba",Dry Season
3/14/2016,160,238,38140,117,-25,142,Local Farmer,172,7975,"Abuja, Wuse",Dry Season
3/15/2016,124,213,26406,296,209,87,Kaduna Suppliers,171,6473,"Abuja, Wuse",Dry Season
3/16/2016,144,236,33998,102,-21,123,Jigawa Farm,178,6289,"Abuja, Wuse",Dry Season
3/17/2016,243,243,58957,100,-51,151,Local Farmer,170,3544,Ibadan,Dry Season
3/18/2016,213,238,50698,179,28,151,Local Farmer,180,6064,"Lagos, Yaba",Dry Season
3/19/2016,263,199,52383,107,-107,214,Jigawa Farm,164,3945,"Lagos, Yaba",Dry Season
3/20/2016,136,240,32650,238,171,67,Jigawa Farm,201,8449,"Abuja, Wuse",Dry Season
3/21/2016,164,252,41394,170,66,104,Jigawa Farm,208,3853,"Kano, Sabon Gari",Dry Season
3/22/2016,243,232,56453,220,32,188,Kaduna Suppliers,167,8290,"Abuja, Wuse",Dry Season
3/23/2016,187,198,37022,128,-23,151,Kaduna Suppliers,145,8433,"Kano, Sabon Gari",Dry Season
3/24/2016,106,202,21413,225,153,72,Local Farmer,175,3334,"Kano, Sabon Gari",Dry Season
3/25/2016,131,184,24102,189,138,51,Kaduna Suppliers,130,5778,Ibadan,Dry Season
3/26/2016,153,187,28547,287,204,83,Jigawa Farm,168,7478,Ibadan,Dry Season
3/27/2016,203,206,41777,151,-7,158,Ogun Growers,161,5316,"Kano, Sabon Gari",Dry Season
3/28/2016,238,220,52267,256,111,145,Kaduna Suppliers,195,9443,"Kano, Sabon Gari",Dry Season
3/29/2016,250,222,55546,217,25,192,Jigawa Farm,156,8223,Port Harcourt,Dry Season
3/30/2016,220,247,54390,229,11,218,Ogun Growers,180,9308,Port Harcourt,Dry Season
3/31/2016,117,255,29832,271,220,51,Local Farmer,188,8944,"Lagos, Yaba",Dry Season
4/1/2016,161,196,31578,194,84,110,Kaduna Suppliers,145,3902,"Abuja, Wuse",Dry Season
4/2/2016,272,263,71626,249,26,223,Kaduna Suppliers,214,4574,"Lagos, Yaba",Dry Season
4/3/2016,167,263,43950,246,142,104,Local Farmer,186,3457,Port Harcourt,Dry Season
4/4/2016,248,216,53528,227,21,206,Ogun Growers,192,9424,"Lagos, Yaba",Dry Season
4/5/2016,160,181,28966,226,124,102,Jigawa Farm,128,7964,"Kano, Sabon Gari",Dry Season
4/6/2016,219,233,51069,109,-37,146,Jigawa Farm,209,8812,"Lagos, Yaba",Dry Season
4/7/2016,155,226,35030,127,63,64,Jigawa Farm,187,7443,"Lagos, Yaba",Dry Season
4/8/2016,231,247,57040,297,92,205,Local Farmer,221,7614,"Abuja, Wuse",Dry Season
4/9/2016,218,244,53297,293,81,212,Jigawa Farm,174,9446,Ibadan,Dry Season
4/10/2016,149,184,27399,149,8,141,Local Farmer,157,4520,"Kano, Sabon Gari",Dry Season
4/11/2016,114,210,23964,277,182,95,Ogun Growers,169,5143,Port Harcourt,Dry Season
4/12/2016,263,262,68882,181,-76,257,Local Farmer,203,4767,"Lagos, Yaba",Dry Season
4/13/2016,234,234,54660,195,52,143,Kaduna Suppliers,209,8751,"Abuja, Wuse",Dry Season
4/14/2016,183,259,47330,210,31,179,Local Farmer,199,7056,"Lagos, Yaba",Dry Season
4/15/2016,200,188,37517,145,-45,190,Ogun Growers,165,6787,Port Harcourt,Dry Season
4/16/2016,213,204,43411,299,173,126,Local Farmer,143,7784,"Lagos, Yaba",Dry Season
4/17/2016,231,192,44342,186,16,170,Local Farmer,154,5347,Ibadan,Dry Season
4/18/2016,245,263,64517,196,-28,224,Jigawa Farm,207,6772,"Abuja, Wuse",Dry Season
4/19/2016,204,216,44150,207,52,155,Kaduna Suppliers,181,4132,"Abuja, Wuse",Dry Season
4/20/2016,269,248,66609,121,-140,261,Jigawa Farm,193,5637,Ibadan,Dry Season
4/21/2016,153,236,36066,116,11,105,Jigawa Farm,167,3442,"Kano, Sabon Gari",Dry Season
4/22/2016,104,239,24831,173,139,34,Ogun Growers,199,8759,"Kano, Sabon Gari",Dry Season
4/23/2016,286,245,70149,113,-87,200,Local Farmer,201,7331,Port Harcourt,Dry Season
4/24/2016,200,233,46622,137,-15,152,Kaduna Suppliers,206,7535,"Lagos, Yaba",Dry Season
4/25/2016,285,217,61938,184,-78,262,Ogun Growers,164,3893,"Lagos, Yaba",Dry Season
4/26/2016,281,213,59950,147,-53,200,Kaduna Suppliers,161,9247,Port Harcourt,Dry Season
4/27/2016,108,182,19703,119,55,64,Local Farmer,138,7397,"Abuja, Wuse",Dry Season
4/28/2016,101,230,23213,108,79,29,Kaduna Suppliers,171,5983,"Lagos, Yaba",Dry Season
4/29/2016,203,209,42374,110,-70,180,Ogun Growers,180,3087,"Kano, Sabon Gari",Dry Season
4/30/2016,259,179,46358,170,-77,247,Local Farmer,152,5383,"Abuja, Wuse",Dry Season
5/1/2016,116,258,29975,200,97,103,Kaduna Suppliers,208,7537,"Lagos, Yaba",Dry Season
5/2/2016,270,207,55989,272,91,181,Jigawa Farm,185,8099,Ibadan,Dry Season
5/3/2016,187,210,39222,109,-43,152,Kaduna Suppliers,162,3162,Ibadan,Dry Season
5/4/2016,276,223,61681,204,-44,248,Jigawa Farm,169,6360,Port Harcourt,Dry Season
5/5/2016,260,232,60234,243,44,199,Local Farmer,174,3518,Port Harcourt,Dry Season
5/6/2016,241,237,57026,227,4,223,Local Farmer,211,8326,"Kano, Sabon Gari",Dry Season
5/7/2016,254,176,44804,297,113,184,Kaduna Suppliers,156,6536,"Kano, Sabon Gari",Dry Season
5/8/2016,242,248,59930,174,-33,207,Ogun Growers,208,5347,Ibadan,Dry Season
5/9/2016,287,177,50812,226,-11,237,Local Farmer,125,8105,"Lagos, Yaba",Dry Season
5/10/2016,117,189,22061,255,172,83,Local Farmer,136,7964,"Lagos, Yaba",Dry Season
5/11/2016,187,257,48099,291,184,107,Kaduna Suppliers,206,9630,"Lagos, Yaba",Dry Season
5/12/2016,181,189,34196,240,76,164,Local Farmer,167,6440,"Lagos, Yaba",Dry Season
5/13/2016,145,229,33157,142,24,118,Local Farmer,177,8558,"Kano, Sabon Gari",Dry Season
5/14/2016,287,185,53111,180,-74,254,Kaduna Suppliers,152,5463,"Kano, Sabon Gari",Dry Season
5/15/2016,276,259,71617,244,-8,252,Local Farmer,184,3182,"Lagos, Yaba",Dry Season
5/16/2016,198,242,47856,189,36,153,Jigawa Farm,176,8975,Ibadan,Dry Season
5/17/2016,274,248,68084,298,111,187,Kaduna Suppliers,178,4346,Ibadan,Dry Season
5/18/2016,125,229,28659,123,2,121,Kaduna Suppliers,176,5307,Port Harcourt,Dry Season
5/19/2016,294,259,76188,297,91,206,Kaduna Suppliers,228,3797,"Kano, Sabon Gari",Dry Season
5/20/2016,271,227,61413,266,50,216,Local Farmer,160,4475,"Abuja, Wuse",Dry Season
5/21/2016,195,199,38828,197,2,195,Kaduna Suppliers,153,8236,Ibadan,Dry Season
5/22/2016,260,240,62405,169,-42,211,Ogun Growers,191,5528,Ibadan,Dry Season
5/23/2016,279,181,50545,245,8,237,Local Farmer,145,8933,"Abuja, Wuse",Dry Season
5/24/2016,114,182,20798,264,224,40,Ogun Growers,150,9436,"Lagos, Yaba",Dry Season
5/25/2016,282,263,74055,259,33,226,Ogun Growers,226,6659,"Kano, Sabon Gari",Dry Season
5/26/2016,186,220,40949,218,62,156,Jigawa Farm,172,9155,"Abuja, Wuse",Dry Season
5/27/2016,181,213,38608,156,-12,168,Ogun Growers,157,4878,"Lagos, Yaba",Dry Season
5/28/2016,242,192,46388,281,103,178,Ogun Growers,138,4850,"Lagos, Yaba",Dry Season
5/29/2016,103,245,25282,206,179,27,Local Farmer,200,3985,"Lagos, Yaba",Dry Season
5/30/2016,118,231,27278,211,186,25,Local Farmer,198,9440,"Kano, Sabon Gari",Dry Season
5/31/2016,155,179,27674,237,106,131,Kaduna Suppliers,125,3700,Ibadan,Dry Season
6/1/2016,184,275,50538,195,54,141,Jigawa Farm,242,6699,"Lagos, Yaba",Rainy Season
6/2/2016,194,326,63234,256,151,105,Ogun Growers,289,7975,Port Harcourt,Rainy Season
6/3/2016,157,278,43693,176,78,98,Jigawa Farm,234,7977,Port Harcourt,Rainy Season
6/4/2016,68,288,19595,228,221,7,Jigawa Farm,225,3374,"Lagos, Yaba",Rainy Season
6/5/2016,170,282,47952,237,119,118,Kaduna Suppliers,239,4341,"Kano, Sabon Gari",Rainy Season
6/6/2016,124,297,36783,155,48,107,Kaduna Suppliers,219,5362,Ibadan,Rainy Season
6/7/2016,120,275,33039,123,27,96,Local Farmer,236,8181,"Kano, Sabon Gari",Rainy Season
6/8/2016,135,292,39354,105,43,62,Local Farmer,245,9212,"Lagos, Yaba",Rainy Season
6/9/2016,109,269,29326,239,171,68,Local Farmer,191,8551,"Lagos, Yaba",Rainy Season
6/10/2016,129,271,34961,151,55,96,Jigawa Farm,208,5708,"Lagos, Yaba",Rainy Season
6/11/2016,139,277,38489,120,65,55,Kaduna Suppliers,227,3810,Ibadan,Rainy Season
6/12/2016,135,287,38761,299,231,68,Kaduna Suppliers,250,7950,"Lagos, Yaba",Rainy Season
6/13/2016,133,299,39752,217,108,109,Jigawa Farm,225,9335,"Lagos, Yaba",Rainy Season
6/14/2016,74,276,20434,131,71,60,Local Farmer,203,7934,Port Harcourt,Rainy Season
6/15/2016,131,326,42678,146,108,38,Kaduna Suppliers,280,5548,Port Harcourt,Rainy Season
6/16/2016,150,278,41740,115,-26,141,Local Farmer,231,5926,"Lagos, Yaba",Rainy Season
6/17/2016,96,289,27779,200,194,6,Ogun Growers,246,8285,"Abuja, Wuse",Rainy Season
6/18/2016,55,272,14977,274,305,0,Jigawa Farm,208,3762,Port Harcourt,Rainy Season
6/19/2016,63,265,16703,185,175,10,Local Farmer,201,8412,"Kano, Sabon Gari",Rainy Season
6/20/2016,130,313,40687,174,137,37,Local Farmer,246,3679,"Lagos, Yaba",Rainy Season
6/21/2016,89,276,24527,117,93,24,Kaduna Suppliers,240,3832,Ibadan,Rainy Season
6/22/2016,165,301,49590,235,128,107,Local Farmer,226,5233,"Kano, Sabon Gari",Rainy Season
6/23/2016,192,287,55022,224,43,181,Jigawa Farm,201,3907,"Kano, Sabon Gari",Rainy Season
6/24/2016,186,272,50618,168,25,143,Jigawa Farm,234,3762,"Abuja, Wuse",Rainy Season
6/25/2016,166,313,51969,144,-6,150,Ogun Growers,279,8362,"Lagos, Yaba",Rainy Season
6/26/2016,177,293,51855,189,85,104,Local Farmer,235,7204,"Kano, Sabon Gari",Rainy Season
6/27/2016,97,271,26331,272,228,44,Ogun Growers,204,7549,"Lagos, Yaba",Rainy Season
6/28/2016,105,316,33199,219,189,30,Jigawa Farm,262,3574,Ibadan,Rainy Season
6/29/2016,127,299,37993,242,131,111,Ogun Growers,252,9175,"Lagos, Yaba",Rainy Season
6/30/2016,157,284,44555,298,199,99,Local Farmer,247,6063,Port Harcourt,Rainy Season
7/1/2016,50,298,14892,196,157,39,Kaduna Suppliers,232,3687,Port Harcourt,Rainy Season
7/2/2016,133,299,39737,124,53,71,Kaduna Suppliers,229,3472,"Abuja, Wuse",Rainy Season
7/3/2016,145,327,47389,182,91,91,Ogun Growers,268,9957,Ibadan,Rainy Season
7/4/2016,197,269,52942,297,108,189,Jigawa Farm,222,7202,"Kano, Sabon Gari",Rainy Season
7/5/2016,55,298,16371,228,217,11,Local Farmer,228,4602,Port Harcourt,Rainy Season
7/6/2016,80,296,23696,151,96,55,Ogun Growers,264,8260,"Abuja, Wuse",Rainy Season
7/7/2016,115,311,35708,236,178,58,Local Farmer,278,3677,Ibadan,Rainy Season
7/8/2016,171,313,53446,226,151,75,Ogun Growers,226,5087,Port Harcourt,Rainy Season
7/9/2016,175,286,50119,190,88,102,Kaduna Suppliers,235,3784,"Abuja, Wuse",Rainy Season
7/10/2016,127,328,41608,231,186,45,Kaduna Suppliers,244,7268,Ibadan,Rainy Season
7/11/2016,169,306,51781,235,84,151,Jigawa Farm,248,5266,"Lagos, Yaba",Rainy Season
7/12/2016,172,313,53860,133,16,117,Ogun Growers,273,6964,"Kano, Sabon Gari",Rainy Season
7/13/2016,158,323,51069,265,155,110,Local Farmer,254,4973,Port Harcourt,Rainy Season
7/14/2016,149,313,46699,209,105,104,Ogun Growers,257,6455,"Kano, Sabon Gari",Rainy Season
7/15/2016,125,307,38345,252,145,107,Local Farmer,220,3808,"Kano, Sabon Gari",Rainy Season
7/16/2016,115,329,37844,139,47,92,Local Farmer,285,9994,Port Harcourt,Rainy Season
7/17/2016,123,323,39738,129,66,63,Local Farmer,246,4061,"Kano, Sabon Gari",Rainy Season
7/18/2016,90,318,28609,175,149,26,Jigawa Farm,253,7498,"Kano, Sabon Gari",Rainy Season
7/19/2016,54,301,16277,141,91,50,Kaduna Suppliers,241,6721,"Lagos, Yaba",Rainy Season
7/20/2016,107,286,30612,215,151,64,Ogun Growers,205,7087,Ibadan,Rainy Season
7/21/2016,66,314,20743,119,134,0,Jigawa Farm,259,3821,Ibadan,Rainy Season
7/22/2016,195,308,60142,108,-46,154,Ogun Growers,226,3322,"Kano, Sabon Gari",Rainy Season
7/23/2016,154,273,42072,127,-14,141,Ogun Growers,222,3800,"Lagos, Yaba",Rainy Season
7/24/2016,98,313,30707,101,66,35,Ogun Growers,241,8013,Ibadan,Rainy Season
7/25/2016,120,273,32749,199,159,40,Local Farmer,231,4913,"Kano, Sabon Gari",Rainy Season
7/26/2016,58,265,15391,185,169,16,Local Farmer,233,8210,"Lagos, Yaba",Rainy Season
7/27/2016,147,270,39711,169,114,55,Kaduna Suppliers,195,7347,Ibadan,Rainy Season
7/28/2016,98,282,27640,219,202,17,Ogun Growers,253,5246,"Abuja, Wuse",Rainy Season
7/29/2016,196,308,60434,163,66,97,Kaduna Suppliers,262,3303,"Lagos, Yaba",Rainy Season
7/30/2016,166,279,46317,194,127,67,Local Farmer,249,3589,"Kano, Sabon Gari",Rainy Season
7/31/2016,134,300,40192,160,111,49,Kaduna Suppliers,218,3811,"Kano, Sabon Gari",Rainy Season
8/1/2016,151,301,45404,234,112,122,Local Farmer,237,8732,"Lagos, Yaba",Rainy Season
8/2/2016,148,296,43861,164,18,146,Jigawa Farm,255,9109,"Lagos, Yaba",Rainy Season
8/3/2016,83,279,23126,196,178,18,Ogun Growers,235,9909,"Lagos, Yaba",Rainy Season
8/4/2016,178,323,57489,135,15,120,Kaduna Suppliers,240,6483,Port Harcourt,Rainy Season
8/5/2016,101,306,30919,232,134,98,Kaduna Suppliers,249,4549,"Lagos, Yaba",Rainy Season
8/6/2016,151,289,43610,106,13,93,Ogun Growers,255,7445,Port Harcourt,Rainy Season
8/7/2016,139,303,42168,133,1,132,Jigawa Farm,262,3353,"Lagos, Yaba",Rainy Season
8/8/2016,137,299,40907,214,159,55,Ogun Growers,255,4580,"Kano, Sabon Gari",Rainy Season
8/9/2016,169,324,54687,285,116,169,Ogun Growers,283,8538,Port Harcourt,Rainy Season
8/10/2016,167,275,45974,172,104,68,Jigawa Farm,210,8600,"Lagos, Yaba",Rainy Season
8/11/2016,88,269,23714,283,291,0,Kaduna Suppliers,189,6267,"Lagos, Yaba",Rainy Season
8/12/2016,198,291,57716,210,99,111,Jigawa Farm,211,3471,Ibadan,Rainy Season
8/13/2016,106,274,29079,285,227,58,Ogun Growers,228,4981,"Lagos, Yaba",Rainy Season
8/14/2016,161,290,46618,274,172,102,Jigawa Farm,259,7015,Port Harcourt,Rainy Season
8/15/2016,157,307,48167,256,198,58,Jigawa Farm,231,3453,"Abuja, Wuse",Rainy Season
8/16/2016,79,283,22339,211,188,23,Ogun Growers,200,4545,Port Harcourt,Rainy Season
8/17/2016,125,326,40808,271,222,49,Local Farmer,254,3650,Ibadan,Rainy Season
8/18/2016,73,307,22412,282,257,25,Kaduna Suppliers,237,4766,Ibadan,Rainy Season
8/19/2016,88,317,27938,110,91,19,Local Farmer,223,6768,Port Harcourt,Rainy Season
8/20/2016,139,308,42826,224,102,122,Local Farmer,245,8025,Port Harcourt,Rainy Season
8/21/2016,164,292,47909,263,163,100,Ogun Growers,256,3108,Port Harcourt,Rainy Season
8/22/2016,121,315,38166,250,189,61,Kaduna Suppliers,261,4442,"Abuja, Wuse",Rainy Season
8/23/2016,78,318,24798,299,229,70,Kaduna Suppliers,260,3699,Ibadan,Rainy Season
8/24/2016,128,304,38947,298,250,48,Ogun Growers,233,7471,"Abuja, Wuse",Rainy Season
8/25/2016,141,314,44212,229,91,138,Kaduna Suppliers,236,8262,"Lagos, Yaba",Rainy Season
8/26/2016,137,291,39856,114,58,56,Kaduna Suppliers,256,7914,"Lagos, Yaba",Rainy Season
8/27/2016,149,299,44528,186,44,142,Jigawa Farm,240,8287,"Lagos, Yaba",Rainy Season
8/28/2016,104,297,30871,120,43,77,Kaduna Suppliers,243,7320,"Lagos, Yaba",Rainy Season
8/29/2016,161,322,51858,130,56,74,Local Farmer,270,9051,Ibadan,Rainy Season
8/30/2016,149,298,44339,198,82,116,Local Farmer,262,9751,"Lagos, Yaba",Rainy Season
8/31/2016,104,286,29732,165,116,49,Jigawa Farm,242,9125,Port Harcourt,Rainy Season
9/1/2016,81,303,24536,205,190,15,Kaduna Suppliers,262,6726,"Abuja, Wuse",Rainy Season
9/2/2016,72,295,21204,193,128,65,Local Farmer,248,4492,"Kano, Sabon Gari",Rainy Season
9/3/2016,102,326,33222,202,184,18,Local Farmer,266,8312,Port Harcourt,Rainy Season
9/4/2016,190,305,58018,154,7,147,Jigawa Farm,237,9446,"Lagos, Yaba",Rainy Season
9/5/2016,96,301,28850,109,106,3,Local Farmer,252,4704,"Kano, Sabon Gari",Rainy Season
9/6/2016,99,282,27940,264,250,14,Local Farmer,212,5592,"Abuja, Wuse",Rainy Season
9/7/2016,142,277,39338,137,92,45,Kaduna Suppliers,203,5362,"Kano, Sabon Gari",Rainy Season
9/8/2016,102,312,31775,240,165,75,Local Farmer,265,5207,Port Harcourt,Rainy Season
9/9/2016,187,266,49661,110,-64,174,Kaduna Suppliers,200,9431,Ibadan,Rainy Season
9/10/2016,66,300,19785,192,131,61,Ogun Growers,251,8593,"Lagos, Yaba",Rainy Season
9/11/2016,165,273,45119,205,99,106,Local Farmer,218,8926,"Lagos, Yaba",Rainy Season
9/12/2016,69,307,21150,106,41,65,Kaduna Suppliers,239,7584,"Abuja, Wuse",Rainy Season
9/13/2016,52,268,13960,211,230,0,Jigawa Farm,209,9598,"Abuja, Wuse",Rainy Season
9/14/2016,139,328,45564,242,158,84,Ogun Growers,239,8858,Port Harcourt,Rainy Season
9/15/2016,65,272,17651,267,252,15,Local Farmer,220,5654,"Kano, Sabon Gari",Rainy Season
9/16/2016,56,288,16151,112,113,0,Kaduna Suppliers,241,4515,"Lagos, Yaba",Rainy Season
9/17/2016,87,273,23787,245,248,0,Kaduna Suppliers,223,7856,"Lagos, Yaba",Rainy Season
9/18/2016,84,318,26748,234,242,0,Ogun Growers,264,4290,"Abuja, Wuse",Rainy Season
9/19/2016,115,294,33834,287,180,107,Kaduna Suppliers,260,3245,"Kano, Sabon Gari",Rainy Season
9/20/2016,52,306,15915,295,281,14,Local Farmer,246,5442,"Lagos, Yaba",Rainy Season
9/21/2016,179,301,53812,184,60,124,Ogun Growers,245,5276,"Lagos, Yaba",Rainy Season
9/22/2016,166,270,44855,231,105,126,Jigawa Farm,238,4243,Ibadan,Rainy Season
9/23/2016,54,280,15121,151,98,53,Ogun Growers,251,3885,"Lagos, Yaba",Rainy Season
